deal_id,title,status,stage_id,pd_value,opp_in_twenty,opp_id,gap_reason
234,Primeline deal,lost,21,2400000,Y,727a4376-8475-41b3-b1d0-c1c05609d623,
233,Recruitment - Prime Infrastructure Capital lead,lost,9,0,Y,cd454a21-72d1-450c-855f-07b41a3113df,
232,Best Coast Tours USA,lost,20,1200000,Y,62c0e71e-a86f-4c09-b028-406146fbf07a,
231,Hero Hub Ventures - Kevin Chan,lost,20,550000,Y,4ade561a-4137-4edb-9a97-7f583f002f27,
230,Terry S.A. Inc. lead,open,15,300000,Y,25a1acc0-7af6-46de-816a-61b6d68a2b04,
229,Lux And nyx Deal,lost,12,500000,Y,46a942a1-791c-4a66-8025-f3aaaf3d1ff2,
228,Jasmine Lewis,lost,20,1200000,Y,d0ea3585-7d64-4f3e-9f0e-806a5f0bcbab,
227,Marketing Services Lead Jaz Lewis,lost,20,600000,Y,2b183aa6-3537-4d85-b79e-f7e0b0cf6372,
226,Steaks & Stuff PH lead,lost,20,300000,Y,d88ae8af-d9e6-44ae-b344-42eacf832e69,
225,Vietnam Airlines (via CleverAds) lead,lost,21,400000,Y,7de8e48f-a42e-4035-92d1-4998d918bbeb,
224,Hotel Casiana Deal,lost,10,420000,Y,2bf0fbe5-c6a8-47ee-9c3f-d536efc9a494,
223,Shopee and Lazada Camel Appliances lead,lost,21,1200000,Y,865a73b3-07d6-4825-a718-24e9df572397,
222,Cooper Clinic Vasectomy AU NZ,lost,18,0,Y,69b08a79-d9f9-44af-b240-d40b30479ad5,
220,Training Form Rhea Arroyo,lost,2,135000,Y,ded4dc6a-1825-4056-b340-5bfe34505660,
219,Alino Hotel WebDev,won,10,100000,Y,e5d10d81-bbd6-4f98-8139-06267a5023b2,
218,Hospitality Innovators Deal (3 New Hotels),won,10,750000,Y,6493a07c-0e08-4b26-b2e0-cf8ce00791bf,
217,Sta. Lucia Hotels & Resorts deal,lost,7,1200000,Y,e8c115a4-0f9c-4353-8edc-a737bcacb744,
216,Seasons Hotel Tagaytay,won,10,480000,Y,c685a8fa-4ff3-42f2-910a-56eb09549f2b,
215,Ecommerce Shopify for Belo Medical,lost,21,1200000,Y,91deb136-5be7-4e7e-b61b-e6a2582b4eb9,
214,RetailwisePH,lost,4,97500,Y,8f97810e-2fb5-42d8-94c9-f66cd354c1c9,
213,Shoe Zero deal,lost,12,0,Y,2c369b68-c197-43d8-b836-424b9abab8a1,
212,Hotel Marketing Kit Servo IT Solutions,lost,20,250000,Y,ba8d7da8-b4f0-45a2-a242-4afdbc91363b,
211,Production Area Manager,open,16,573960,Y,f1e45400-27d6-4c47-b7e6-138c30e05cbe,
210,JTI deal,lost,3,60000,Y,46e288f8-09c3-4d4a-9742-ddac42e01369,
209,Aboitiz Infracapital,won,4,162500,Y,023f1e67-e3c2-419a-82ca-25694e1fd9ce,
208,Luoda Hotel deal,lost,9,2400000,Y,02c5905c-8dd4-4a6b-90b3-321c0c87eed2,
207,Hotel Marketing Kit Tambuli Seaside Resort and Spa,lost,7,500000,Y,89cbccaf-c86a-4079-8054-7e829b0b6d57,
206,D&L Industries Inc. deal,lost,14,100000,Y,7c2a1d35-a5bd-4191-99d9-0370c0022696,
205,Laduree PH Karan Gopwani deal,lost,9,600000,Y,1283acd2-2ab9-4b89-92f7-466c9f2dedcb,
204,Worldrep Inc./APG Philippines deal,won,5,218500,Y,b9db1a18-9fd9-4db6-a750-f6528e325b72,
203,Lift Off Consulting deal,lost,4,70000,Y,714f42ac-c0ee-48a6-be39-205413d371ca,
202,PRMSU deal,lost,4,162500,Y,aaf2e90c-dcaf-4f96-a2da-c586d8ef1bcd,
201,PICKUP COFFEE deal,lost,12,0,Y,27744fdb-6316-4148-834d-bd5385f1c6b6,
200,Reckitt Benckiser Philipipnes deal,lost,3,130000,Y,f54c150a-3cba-4645-8616-147187798796,
199,Keller Williams - Shang Properties lead,lost,4,210000,Y,b449d607-0c1a-42b9-a370-9ead8a810618,
198,great deals deal phase 2,won,5,160050,Y,08609fd9-958e-4c29-9ff9-a651751e8542,
197,Atlanta Industries Training,lost,5,70000,Y,28e533f3-49b3-4d42-9873-613273df78f1,
195,UpTrend Solutions Inc. deal,lost,2,100000,Y,226696bd-0476-41b4-bb11-8cbc239222a3,
194,Jaseena Faisal lead,lost,7,750000,Y,fa9dc324-6864-4041-9e85-7bef302c3c6d,
192,Vishay Philippines deal,lost,4,120000,Y,bebf5943-f94a-4223-b86a-a5ab54108adf,
191,Camel Appliances deal,lost,9,1800000,Y,e7b3ecd0-2bb0-4013-8e36-6d4abcad6894,
190,Trentis Corporation deal,lost,4,100000,Y,6c3aaee0-a8c0-40dc-af36-d58b5788387b,
189,Michelin deal,lost,12,0,Y,9d945a6b-a255-4811-90df-c721571604b3,
188,Nexxen Sales Training deal (Steve Chan),lost,3,90000,Y,f145fc46-74eb-4f3e-90db-138027c35d80,
187,Gooddeal.ph deal,lost,9,1200000,Y,207f80c6-5621-43a3-aa6f-4fcaf8da3dca,
186,San Pablo Colleges Medical Center deal,lost,14,0,Y,ce3d5e27-8721-44ed-ac6e-44128a8d462d,
185,Gerry's Grill deal,lost,4,80000,Y,46438e11-4e49-43f9-8455-fe73868931f5,
184,Renato Pizarro deal (Homecare and Healthcare),lost,7,600000,Y,3bbfe21e-c49a-4051-95b6-e2b6669b277e,
183,Tec-Do deal,lost,7,450000,Y,7f3bd76f-e3ba-41e1-bf99-2fafbd890481,
181,ACER Sales Training,lost,4,80000,Y,06f08a51-e3df-42de-a00d-261ac7d68054,
180,Marketing Services Lead Mher Angel Halili,lost,2,100000,Y,cb19a4c9-8640-4c94-a559-75d8de880600,
179,Approche Hospitality,lost,9,1200000,Y,6de3ae46-9495-4195-b47d-fd880dc6d56d,
178,Alino Hotel deal,won,10,1200000,Y,1c66dbc3-875c-4a1f-a8b3-04dc721072cb,
140,MN+LA - New Deal,lost,1,80000,Y,43de641b-26df-46c9-94e2-036d72a871a1,
138,Japan Tobacco International,won,11,200000,Y,a6ad6c5e-f847-40d5-860c-429b4c989da7,
135,UTAK POS,won,11,200000,Y,c68d53bc-9c8f-4a47-8c8a-c95798adbffe,
131,Eurotel,lost,1,100000,Y,c7984821-dc22-43ca-ad85-25e0e469166f,
76,Atsource Pro,won,6,900000,Y,f2c854ad-a412-4aa2-a95c-131ed05edc41,
18,ABBE Technology,won,11,1000000,Y,246a0c46-07fc-4d5f-89c1-5c1549553fc0,
16,Hii,won,6,4800000,Y,0f75822b-5b63-4840-9157-323a9fe4854c,
15,Senator Bam Aquino Office Deal,lost,2,150000,Y,d9e6ac6d-1cb5-4ea3-b2ea-3e0e39c84fbd,
14,Henry hotels Deal,lost,7,5000000,Y,4023ea6d-adb3-4e1f-b52d-21b0b001e075,
13,Huddle Room Deal,lost,3,250000,Y,0ad5d709-cc51-4d38-8939-fa5eb740bd38,
12,7AD Deal,lost,4,500000,Y,42bbb3f4-d5b5-4a56-9891-3cc31d8b3327,
11,A Deal,lost,5,1500000,Y,b806568c-1a16-46ac-92df-a493e2e68d7c,
10,Goldilocks Deal,lost,2,100000,Y,2dd65926-6f23-477d-b6de-d739e885e749,
9,Gigil Deal,lost,23,250000,Y,a948b4ba-a7fd-437c-aa2f-9857c66566b6,
8,Onnie Tolentino Deal,won,5,65000,Y,c080f108-d091-435d-b1b1-fb6405547872,
